title,format,demand_score,rationale,product_file_path,product_status
The Practical Guide to Dalia,ebook,0.21555555555555558,No specific format pattern matched; a short practical guide is the safe general-purpose format.,data/exports/products/0013-the-practical-guide-to-dalia.md,draft
